"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2021991029649",2021,"991029649",298701,660849,-3.618733,55.830205,"Police Scotland","Slight",1,1,2021-03-20,"Saturday",23:45:00,NA,"S12000040","S12000040","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-20 23:45:00
"2021991029723",2021,"991029723",132684,652561,-6.255252,55.692619,"Police Scotland","Serious",1,2,2021-03-21,"Sunday",09:10:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2021-03-21 09:10:00
"2021991029734",2021,"991029734",351081,615184,-2.77453,55.428099,"Police Scotland","Slight",1,1,2021-03-20,"Saturday",22:40:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Central refuge","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-20 22:40:00
"2021991029736",2021,"991029736",283200,707181,-3.886249,56.242749,"Police Scotland","Slight",2,1,2021-03-18,"Thursday",08:30:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",40,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-18 08:30:00
"2021991029770",2021,"991029770",386825,806216,-2.219373,57.146625,"Police Scotland","Serious",1,1,2021-03-22,"Monday",00:07:00,NA,"S12000033","S12000033","A",NA,"Dual carriageway",40,"Roundabout","Give way or uncontrolled","A",NA,"Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-22 00:07:00
"2021991030085",2021,"991030085",332651,673125,-3.079949,55.94642,"Police Scotland","Slight",2,1,2021-03-18,"Thursday",14:45:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-03-18 14:45:00
"2021991030096",2021,"991030096",316825,667083,-3.331411,55.889667,"Police Scotland","Serious",3,2,2021-03-10,"Wednesday",13:20:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-10 13:20:00
"2021991030110",2021,"991030110",335803,670731,-3.02892,55.925346,"Police Scotland","Serious",1,1,2021-03-22,"Monday",07:14:00,NA,"S12000010","S12000010","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-22 07:14:00
"2021991030258",2021,"991030258",336356,729803,-3.034251,56.456056,"Police Scotland","Slight",2,1,2021-03-22,"Monday",11:03:00,NA,"S12000042","S12000042","A",NA,"Single carriageway",40,"More than 4 arms (not roundabout)","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-22 11:03:00
"2021991030275",2021,"991030275",241946,645844,-4.515278,55.680265,"Police Scotland","Serious",2,1,2021-03-23,"Tuesday",11:30:00,NA,"S12000008","S12000008","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-23 11:30:00
"2021991030303",2021,"991030303",214965,593272,-4.908865,55.198968,"Police Scotland","Serious",1,1,2021-03-21,"Sunday",12:45:00,NA,"S12000028","S12000028","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-21 12:45:00
"2021991030329",2021,"991030329",260609,669809,-4.231,55.901146,"Police Scotland","Slight",2,3,2021-01-14,"Thursday",10:20:00,NA,"S12000045","S12000045","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-01-14 10:20:00
"2021991030503",2021,"991030503",255013,664143,-4.317388,55.848626,"Police Scotland","Serious",2,1,2021-03-24,"Wednesday",13:05:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-24 13:05:00
"2021991030513",2021,"991030513",252859,665864,-4.352694,55.863423,"Police Scotland","Serious",2,1,2021-03-24,"Wednesday",16:01:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine + high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-24 16:01:00
"2021991030515",2021,"991030515",241515,672389,-4.537586,55.918394,"Police Scotland","Serious",2,1,2021-03-24,"Wednesday",17:20:00,NA,"S12000038","S12000038","A",NA,"Single carriageway",60,"More than 4 arms (not roundabout)","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-24 17:20:00
"2021991030640",2021,"991030640",295710,576883,-3.634959,55.075414,"Police Scotland","Serious",1,1,2021-03-22,"Monday",20:58:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","Other object on road","Urban","Yes","Data missing or out of range","-1",2021-03-22 20:58:00
"2021991031049",2021,"991031049",397982,831012,-2.035202,57.36955,"Police Scotland","Slight",2,1,2021-03-25,"Thursday",16:58:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2021-03-25 16:58:00
"2021991031053",2021,"991031053",349485,674007,-2.81061,55.956412,"Police Scotland","Slight",2,2,2021-03-26,"Friday",17:05:00,NA,"S12000010","S12000010","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-26 17:05:00
"2021991031129",2021,"991031129",237672,659405,-4.591235,55.800574,"Police Scotland","Slight",2,1,2021-03-27,"Saturday",16:35:00,NA,"S12000038","S12000038","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-27 16:35:00
"2021991031155",2021,"991031155",311668,703012,-3.425694,56.211454,"Police Scotland","Slight",2,1,2021-03-18,"Thursday",17:12:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-18 17:12:00
"2021991031171",2021,"991031171",377009,837064,-2.384467,57.423331,"Police Scotland","Serious",1,1,2021-03-27,"Saturday",17:10:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2021-03-27 17:10:00
"2021991031172",2021,"991031172",409508,852560,-1.842743,57.563015,"Police Scotland","Serious",4,1,2021-02-28,"Sunday",17:20:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-02-28 17:20:00
"2021991031254",2021,"991031254",208202,553876,-4.988527,54.842866,"Police Scotland","Serious",2,1,2021-03-27,"Saturday",15:55:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-27 15:55:00
"2021991031257",2021,"991031257",263051,867644,-4.298146,57.677728,"Police Scotland","Slight",2,1,2021-03-27,"Saturday",17:29:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2021-03-27 17:29:00
"2021991031404",2021,"991031404",238101,620603,-4.561562,55.452432,"Police Scotland","Slight",1,2,2021-03-28,"Sunday",22:00:00,NA,"S12000028","S12000028","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-28 22:00:00
"2021991031833",2021,"991031833",316976,690874,-3.336354,56.103388,"Police Scotland","Serious",2,1,2021-03-30,"Tuesday",16:20:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",40,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-30 16:20:00
"2021991031838",2021,"991031838",328487,701303,-3.154146,56.198931,"Police Scotland","Slight",3,2,2021-03-30,"Tuesday",17:10:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-30 17:10:00
"2021991031843",2021,"991031843",309106,683507,-3.460328,56.035788,"Police Scotland","Slight",2,1,2021-03-26,"Friday",13:24:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-26 13:24:00
"2021991031977",2021,"991031977",258913,663627,-4.254881,55.845151,"Police Scotland","Serious",2,3,2021-03-25,"Thursday",15:35:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-25 15:35:00
"2021991032071",2021,"991032071",446890,1141989,-1.157089,60.159697,"Police Scotland","Slight",2,1,2021-03-31,"Wednesday",08:40:00,NA,"S12000027","S12000027","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-31 08:40:00
"2021991032093",2021,"991032093",328801,671647,-3.141187,55.932587,"Police Scotland","Serious",2,3,2021-03-30,"Tuesday",17:30:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",20,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-03-30 17:30:00
"2021991032115",2021,"991032115",315975,704151,-3.35664,56.222465,"Police Scotland","Serious",2,3,2021-03-21,"Sunday",14:25:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-21 14:25:00
"2021991032120",2021,"991032120",228735,942050,-4.926862,58.333417,"Police Scotland","Slight",1,1,2021-03-31,"Wednesday",07:00:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-31 07:00:00
"2021991032168",2021,"991032168",297744,687165,-3.64399,56.066347,"Police Scotland","Serious",2,1,2021-03-31,"Wednesday",18:35:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-31 18:35:00
"2021991032202",2021,"991032202",341647,673610,-2.936036,55.951955,"Police Scotland","Serious",1,1,2021-03-29,"Monday",04:20:00,NA,"S12000010","S12000010","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine + high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-29 04:20:00
"2021991032308",2021,"991032308",340156,730705,-2.972813,56.464656,"Police Scotland","Slight",1,1,2021-04-01,"Thursday",09:00:00,NA,"S12000042","S12000042","A",NA,"Dual carriageway",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-04-01 09:00:00
"2021991032315",2021,"991032315",340268,730705,-2.970995,56.46467,"Police Scotland","Slight",2,1,2021-04-01,"Thursday",08:41:00,NA,"S12000042","S12000042","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","Pedestrian in carriageway - not injured","Urban","Yes","Data missing or out of range","-1",2021-04-01 08:41:00
"2021991032369",2021,"991032369",237690,659428,-4.590962,55.800787,"Police Scotland","Slight",2,1,2021-03-24,"Wednesday",18:50:00,NA,"S12000038","S12000038","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2021-03-24 18:50:00
"2021991032381",2021,"991032381",343325,750233,-2.925664,56.640462,"Police Scotland","Slight",2,1,2021-04-01,"Thursday",13:40:00,NA,"S12000041","S12000041","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Roadworks","Other object on road","Rural","Yes","Data missing or out of range","-1",2021-04-01 13:40:00
"2021991032485",2021,"991032485",322976,671863,-3.234459,55.933629,"Police Scotland","Slight",2,2,2021-03-31,"Wednesday",15:30:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-03-31 15:30:00
"2021991032500",2021,"991032500",270845,658046,-4.061808,55.798383,"Police Scotland","Serious",2,1,2021-04-02,"Friday",14:06:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-04-02 14:06:00
"2021991032505",2021,"991032505",225499,643665,-4.775137,55.655075,"Police Scotland","Slight",1,2,2021-04-02,"Friday",18:10:00,NA,"S12000021","S12000021","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-02 18:10:00
"2021991032514",2021,"991032514",248615,668556,-4.421945,55.886274,"Police Scotland","Serious",2,1,2021-04-02,"Friday",18:15:00,NA,"S12000038","S12000038","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-02 18:15:00
"2021991032526",2021,"991032526",258857,664847,-4.25641,55.856087,"Police Scotland","Slight",1,1,2021-04-02,"Friday",20:57:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-04-02 20:57:00
"2021991032545",2021,"991032545",273563,848379,-4.111963,57.507879,"Police Scotland","Serious",2,2,2021-03-31,"Wednesday",14:40:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-03-31 14:40:00
"2021991032591",2021,"991032591",194303,734081,-5.339562,56.45386,"Police Scotland","Fatal",2,1,2021-04-02,"Friday",15:17:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-02 15:17:00
"2021991032606",2021,"991032606",278874,628438,-3.920744,55.534586,"Police Scotland","Serious",2,3,2021-04-03,"Saturday",10:45:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-03 10:45:00
"2021991032635",2021,"991032635",313888,644536,-3.371219,55.686628,"Police Scotland","Serious",1,1,2021-04-03,"Saturday",16:25:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-03 16:25:00
"2021991032645",2021,"991032645",328614,744818,-3.163968,56.58981,"Police Scotland","Slight",2,1,2021-04-03,"Saturday",16:18:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-03 16:18:00
"2021991032698",2021,"991032698",294891,655262,-3.677367,55.779213,"Police Scotland","Fatal",3,1,2021-04-03,"Saturday",16:30:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-03 16:30:00
"2021991032724",2021,"991032724",261859,664539,-4.208335,55.854192,"Police Scotland","Slight",2,1,2021-04-02,"Friday",17:36:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-04-02 17:36:00
"2021991032798",2021,"991032798",229926,740955,-4.76682,56.529743,"Police Scotland","Slight",3,1,2021-04-02,"Friday",13:50:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-02 13:50:00
"2021991032809",2021,"991032809",213564,776200,-5.057987,56.839719,"Police Scotland","Serious",2,1,2021-04-02,"Friday",09:45:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-04-02 09:45:00
"2021991033145",2021,"991033145",305754,668288,-3.508772,55.898449,"Police Scotland","Slight",2,2,2021-04-06,"Tuesday",16:45:00,NA,"S12000040","S12000040","A",NA,"Dual carriageway",50,"Slip road","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-04-06 16:45:00
"2021991033150",2021,"991033150",340773,730471,-2.962748,56.462633,"Police Scotland","Slight",2,1,2021-04-06,"Tuesday",16:07:00,NA,"S12000042","S12000042","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-04-06 16:07:00
"2021991033438",2021,"991033438",265228,674312,-4.159432,55.942891,"Police Scotland","Slight",2,1,2021-04-07,"Wednesday",12:00:00,NA,"S12000045","S12000045","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-04-07 12:00:00
"2021991033510",2021,"991033510",329197,670030,-3.134425,55.91812,"Police Scotland","Slight",2,1,2021-04-07,"Wednesday",15:15:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","Any animal in carriageway (except ridden horse)","Urban","Yes","Data missing or out of range","-1",2021-04-07 15:15:00
"2021991033753",2021,"991033753",315171,568794,-3.327854,55.006456,"Police Scotland","Slight",1,1,2021-03-11,"Thursday",18:56:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","Any animal in carriageway (except ridden horse)","Rural","Yes","Data missing or out of range","-1",2021-03-11 18:56:00
"2021991033808",2021,"991033808",359917,834924,-2.668688,57.40292,"Police Scotland","Serious",2,2,2021-04-06,"Tuesday",16:19:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing + high winds","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-06 16:19:00
"2021991033859",2021,"991033859",277316,655900,-3.957689,55.7808,"Police Scotland","Slight",1,2,2021-04-08,"Thursday",12:35:00,NA,"S12000050","S12000050","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine + high winds","Dry","None","Other object on road","Urban","No - accident was reported using a self completion  form (self rep only)","Data missing or out of range","-1",2021-04-08 12:35:00
"2021991033890",2021,"991033890",307308,740451,-3.5092,56.546862,"Police Scotland","Serious",1,1,2021-04-08,"Thursday",16:30:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-08 16:30:00
"2021991033897",2021,"991033897",364860,766013,-2.576744,56.784332,"Police Scotland","Slight",2,1,2021-04-08,"Thursday",13:54:00,NA,"S12000041","S12000041","A",NA,"Dual carriageway",70,"Slip road","Give way or uncontrolled","C","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-04-08 13:54:00
