"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2020990915579",2020,"990915579",317996,691905,-3.320278,56.112825,"Police Scotland","Slight",2,1,2020-01-05,"Sunday",19:50:00,"Fife","S12000047","S12000047","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-05 19:50:00
"2020990915582",2020,"990915582",386839,780100,-2.217765,56.912023,"Police Scotland","Serious",2,4,2020-01-03,"Friday",16:45:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-03 16:45:00
"2020990916052",2020,"990916052",270569,656068,-4.065267,55.780549,"Police Scotland","Slight",2,1,2020-01-06,"Monday",16:55:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-06 16:55:00
"2020990916055",2020,"990916055",275314,673757,-3.997804,55.940631,"Police Scotland","Serious",1,1,2020-01-06,"Monday",17:30:00,"North Lanarkshire","S12000050","S12000050","A",NA,"Slip road",50,"More than 4 arms (not roundabout)","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-06 17:30:00
"2020990916148",2020,"990916148",267072,664769,-4.125238,55.857723,"Police Scotland","Serious",2,1,2020-01-01,"Wednesday",18:38:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",40,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-01 18:38:00
"2020990916302",2020,"990916302",285293,683116,-3.84213,56.027162,"Police Scotland","Slight",2,1,2020-01-07,"Tuesday",08:25:00,"Falkirk","S12000014","S12000014","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-07 08:25:00
"2020990916404",2020,"990916404",410608,845694,-1.824652,57.501317,"Police Scotland","Serious",2,1,2020-01-03,"Friday",12:17:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-03 12:17:00
"2020990916546",2020,"990916546",272220,654916,-4.038422,55.770644,"Police Scotland","Slight",2,1,2020-01-07,"Tuesday",15:10:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Single carriageway",30,"Mini-roundabout","Authorised person","A",NA,"Control by school crossing patrol","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-07 15:10:00
"2020990916567",2020,"990916567",267305,887610,-4.237935,57.858204,"Police Scotland","Slight",2,1,2020-01-07,"Tuesday",15:30:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-07 15:30:00
"2020990916591",2020,"990916591",319082,674899,-3.297681,55.960258,"Police Scotland","Fatal",1,1,2020-01-07,"Tuesday",21:15:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-07 21:15:00
"2020990916663",2020,"990916663",327145,670473,-3.167369,55.921793,"Police Scotland","Serious",2,1,2020-01-08,"Wednesday",07:50:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-08 07:50:00
"2020990917024",2020,"990917024",249776,671559,-4.40507,55.913595,"Police Scotland","Slight",2,1,2020-01-07,"Tuesday",09:27:00,"West Dunbartonshire","S12000039","S12000039","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-07 09:27:00
"2020990917055",2020,"990917055",254221,666457,-4.33127,55.869161,"Police Scotland","Slight",2,1,2020-01-07,"Tuesday",18:10:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2020-01-07 18:10:00
"2020990917079",2020,"990917079",343063,731729,-2.925866,56.474216,"Police Scotland","Serious",2,1,2020-01-08,"Wednesday",17:50:00,"Dundee City","S12000042","S12000042","A",NA,"Dual carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Other","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-08 17:50:00
"2020990917101",2020,"990917101",304052,667393,-3.535662,55.890075,"Police Scotland","Fatal",3,5,2020-01-08,"Wednesday",15:20:00,"West Lothian","S12000040","S12000040","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Footbridge or subway","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-08 15:20:00
"2020990917497",2020,"990917497",344087,668911,-2.895993,55.910032,"Police Scotland","Fatal",1,1,2020-01-09,"Thursday",07:00:00,"East Lothian","S12000010","S12000010","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-09 07:00:00
"2020990917513",2020,"990917513",386136,826940,-2.231924,57.332763,"Police Scotland","Slight",1,1,2020-01-09,"Thursday",14:45:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-09 14:45:00
"2020990917517",2020,"990917517",338365,701019,-2.99491,56.197763,"Police Scotland","Serious",2,2,2020-01-06,"Monday",17:30:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",30,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-06 17:30:00
"2020990917548",2020,"990917548",345705,750389,-2.886899,56.642146,"Police Scotland","Slight",1,1,2020-01-09,"Thursday",14:46:00,"Angus","S12000041","S12000041","A",NA,"Single carriageway",30,"Other junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-09 14:46:00
"2020990917552",2020,"990917552",202585,761453,-5.226275,56.702915,"Police Scotland","Serious",3,2,2020-01-03,"Friday",15:30:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-03 15:30:00
"2020990917568",2020,"990917568",292607,710286,-3.735805,56.272852,"Police Scotland","Slight",1,1,2020-01-10,"Friday",01:20:00,"Perth and Kinross","S12000048","S12000048","A",NA,"Slip road",70,"Slip road","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Other","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-10 01:20:00
"2020990917849",2020,"990917849",270264,656070,-4.070127,55.780485,"Police Scotland","Fatal",1,1,2020-01-05,"Sunday",19:25:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-05 19:25:00
"2020990917945",2020,"990917945",261251,663281,-4.217396,55.842723,"Police Scotland","Slight",4,4,2020-01-10,"Friday",14:06:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Give way or uncontrolled","A",NA,"None within 50 metres","Zebra","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-10 14:06:00
"2020990917954",2020,"990917954",275465,696761,-4.006083,56.147225,"Police Scotland","Serious",2,3,2020-01-10,"Friday",17:01:00,"Stirling","S12000030","S12000030","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-10 17:01:00
"2020990917959",2020,"990917959",287893,643771,-3.784163,55.674445,"Police Scotland","Serious",1,1,2020-01-10,"Friday",17:07:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-10 17:07:00
"2020990917970",2020,"990917970",233654,622050,-4.632663,55.463928,"Police Scotland","Slight",1,1,2020-01-10,"Friday",14:30:00,"South Ayrshire","S12000028","S12000028","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-10 14:30:00
"2020990917973",2020,"990917973",260150,662803,-4.234717,55.838113,"Police Scotland","Slight",2,1,2020-01-10,"Friday",19:00:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-10 19:00:00
"2020990917979",2020,"990917979",260003,863782,-4.346968,57.642129,"Police Scotland","Slight",2,1,2020-01-10,"Friday",15:50:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-10 15:50:00
"2020990918033",2020,"990918033",305588,688888,-3.518663,56.083435,"Police Scotland","Slight",1,1,2020-01-11,"Saturday",06:50:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Flood over 3cm. deep","None","Other object on road","Rural","Yes","Data missing or out of range","-1",2020-01-11 06:50:00
"2020990918101",2020,"990918101",369858,676486,-2.484621,55.980398,"Police Scotland","Serious",1,1,2020-01-07,"Tuesday",16:30:00,"East Lothian","S12000010","S12000010","A",NA,"Dual carriageway",70,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-07 16:30:00
"2020990918166",2020,"990918166",252164,664129,-4.362843,55.847635,"Police Scotland","Slight",2,2,2020-01-11,"Saturday",19:16:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-11 19:16:00
"2020990918169",2020,"990918169",276623,562564,-3.927548,54.942437,"Police Scotland","Slight",1,1,2020-01-11,"Saturday",20:10:00,"Dumfries and Galloway","S12000006","S12000006","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-11 20:10:00
"2020990918197",2020,"990918197",336695,712300,-3.024521,56.298879,"Police Scotland","Slight",1,2,2020-01-12,"Sunday",05:55:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-12 05:55:00
"2020990918202",2020,"990918202",259303,663625,-4.248657,55.845247,"Police Scotland","Serious",2,1,2020-01-10,"Friday",10:00:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-10 10:00:00
"2020990918266",2020,"990918266",289010,902895,-3.879557,58.001339,"Police Scotland","Slight",2,1,2020-01-04,"Saturday",08:00:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Other","Dry","None","None","Rural","No","Data missing or out of range","-1",2020-01-04 08:00:00
"2020990918280",2020,"990918280",384265,782895,-2.26021,56.93705,"Police Scotland","Fatal",3,2,2020-01-10,"Friday",17:00:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Dual carriageway",70,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-10 17:00:00
"2020990918286",2020,"990918286",242938,637608,-4.494808,55.606657,"Police Scotland","Slight",1,1,2020-01-10,"Friday",17:40:00,"East Ayrshire","S12000008","S12000008","A",NA,"Slip road",30,"Other junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-10 17:40:00
"2020990918300",2020,"990918300",322618,662075,-3.237386,55.845649,"Police Scotland","Slight",1,1,2020-01-12,"Sunday",23:30:00,"Midlothian","S12000019","S12000019","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-12 23:30:00
"2020990918354",2020,"990918354",224517,790310,-4.888461,56.970579,"Police Scotland","Slight",1,1,2020-01-01,"Wednesday",05:30:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-01 05:30:00
"2020990918461",2020,"990918461",260516,664766,-4.229887,55.855843,"Police Scotland","Slight",2,1,2020-01-12,"Sunday",14:30:00,"Glasgow City","S12000049","S12000049","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-12 14:30:00
"2020990918783",2020,"990918783",225539,704162,-4.813602,56.197988,"Police Scotland","Slight",2,2,2020-01-13,"Monday",14:00:00,"Argyll and Bute","S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Flood over 3cm. deep","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-13 14:00:00
"2020990918786",2020,"990918786",232691,802093,-4.76201,57.079335,"Police Scotland","Serious",1,1,2020-01-06,"Monday",15:02:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-06 15:02:00
"2020990918795",2020,"990918795",270156,666491,-4.07683,55.874026,"Police Scotland","Slight",1,1,2020-01-13,"Monday",22:15:00,"North Lanarkshire","S12000050","S12000050","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-13 22:15:00
"2020990919243",2020,"990919243",316863,691048,-3.338224,56.104932,"Police Scotland","Slight",2,1,2020-01-13,"Monday",17:10:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",40,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-13 17:10:00
"2020990919481",2020,"990919481",315552,959419,-3.451279,58.514687,"Police Scotland","Slight",2,1,2020-01-15,"Wednesday",09:30:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-15 09:30:00
"2020990919726",2020,"990919726",273313,662601,-4.024591,55.839937,"Police Scotland","Slight",2,1,2020-01-15,"Wednesday",16:02:00,"North Lanarkshire","S12000050","S12000050","A",NA,"Dual carriageway",40,"Crossroads","Auto traffic signal","B",NA,"None within 50 metres","Footbridge or subway","Darkness - lights lit","Fine + high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-01-15 16:02:00
"2020990919746",2020,"990919746",319713,672984,-3.287007,55.943163,"Police Scotland","Serious",1,1,2020-01-15,"Wednesday",17:00:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-15 17:00:00
"2020990919752",2020,"990919752",230979,642646,-4.687519,55.647867,"Police Scotland","Slight",3,1,2020-01-15,"Wednesday",08:05:00,"North Ayrshire","S12000021","S12000021","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine + high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-15 08:05:00
"2020990919760",2020,"990919760",311185,683534,-3.426984,56.036421,"Police Scotland","Slight",1,1,2020-01-15,"Wednesday",13:20:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine + high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-15 13:20:00
