"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2020990928316",2020,"990928316",270039,656432,-4.073885,55.783675,"Police Scotland","Slight",6,5,2020-02-07,"Friday",10:35:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-07 10:35:00
"2020990928332",2020,"990928332",373057,634580,-2.429195,55.604079,"Police Scotland","Slight",2,1,2020-02-08,"Saturday",13:13:00,"Scottish Borders","S12000026","S12000026","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-08 13:13:00
"2020990928405",2020,"990928405",350886,617720,-2.778059,55.450864,"Police Scotland","Serious",1,2,2020-02-09,"Sunday",18:16:00,"Scottish Borders","S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","Any animal in carriageway (except ridden horse)","Rural","Yes","Data missing or out of range","-1",2020-02-09 18:16:00
"2020990928427",2020,"990928427",322176,659898,-3.243818,55.826022,"Police Scotland","Serious",1,3,2020-02-09,"Sunday",23:40:00,"Midlothian","S12000019","S12000019","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-09 23:40:00
"2020990928464",2020,"990928464",394537,663490,-2.088864,55.864554,"Police Scotland","Slight",2,1,2020-01-24,"Friday",13:30:00,"Scottish Borders","S12000026","S12000026","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-01-24 13:30:00
"2020990928665",2020,"990928665",330925,637945,-3.098643,55.630145,"Police Scotland","Slight",2,1,2020-02-04,"Tuesday",08:53:00,"Scottish Borders","S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-04 08:53:00
"2020990928744",2020,"990928744",305259,617859,-3.499258,55.445402,"Police Scotland","Serious",1,1,2020-01-28,"Tuesday",10:10:00,"Scottish Borders","S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing no high winds","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-28 10:10:00
"2020990928761",2020,"990928761",356258,734546,-2.712169,56.500934,"Police Scotland","Slight",2,1,2020-02-10,"Monday",12:50:00,"Angus","S12000041","S12000041","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-10 12:50:00
"2020990928797",2020,"990928797",247130,672811,-4.44807,55.924,"Police Scotland","Serious",1,1,2020-02-07,"Friday",13:20:00,"West Dunbartonshire","S12000039","S12000039","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-02-07 13:20:00
"2020990928816",2020,"990928816",326213,672819,-3.182922,55.942725,"Police Scotland","Slight",1,1,2020-01-30,"Thursday",13:45:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-30 13:45:00
"2020990928872",2020,"990928872",261033,673643,-4.226197,55.93569,"Police Scotland","Slight",4,1,2020-02-10,"Monday",07:50:00,"East Dunbartonshire","S12000045","S12000045","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-10 07:50:00
"2020990928938",2020,"990928938",331926,800244,-3.124885,57.088123,"Police Scotland","Slight",1,2,2020-02-10,"Monday",16:00:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing + high winds","Snow","None","None","Rural","No","Data missing or out of range","-1",2020-02-10 16:00:00
"2020990929115",2020,"990929115",202231,700994,-5.186309,56.160458,"Police Scotland","Slight",1,1,2020-02-10,"Monday",11:15:00,"Argyll and Bute","S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing + high winds","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-10 11:15:00
"2020990929232",2020,"990929232",317633,675726,-3.321137,55.967439,"Police Scotland","Slight",2,1,2020-01-29,"Wednesday",09:57:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Dual carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-01-29 09:57:00
"2020990929234",2020,"990929234",270299,648153,-4.065806,55.709407,"Police Scotland","Slight",1,1,2020-02-11,"Tuesday",19:30:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Snowing + high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-11 19:30:00
"2020990929236",2020,"990929236",267345,656421,-4.116804,55.782844,"Police Scotland","Slight",2,3,2020-02-10,"Monday",13:50:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Dual carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","Previous accident","Rural","Yes","Data missing or out of range","-1",2020-02-10 13:50:00
"2020990929251",2020,"990929251",340755,731012,-2.963163,56.46749,"Police Scotland","Slight",2,2,2020-02-12,"Wednesday",05:20:00,"Dundee City","S12000042","S12000042","A",NA,"Single carriageway",30,"Other junction","Auto traffic signal","B",NA,"Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-12 05:20:00
"2020990929315",2020,"990929315",328806,671644,-3.141107,55.932561,"Police Scotland","Serious",2,1,2020-02-07,"Friday",18:20:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",20,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-07 18:20:00
"2020990929363",2020,"990929363",319967,692904,-3.288892,56.122133,"Police Scotland","Slight",1,2,2020-02-12,"Wednesday",03:08:00,"Fife","S12000047","S12000047","A",NA,"Slip road",70,"Roundabout","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-12 03:08:00
"2020990929460",2020,"990929460",321548,863244,-3.316187,57.652229,"Police Scotland","Serious",3,1,2020-02-12,"Wednesday",08:40:00,"Moray","S12000020","S12000020","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-12 08:40:00
"2020990929523",2020,"990929523",324270,673317,-3.214161,55.946896,"Police Scotland","Slight",1,1,2020-02-08,"Saturday",20:45:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","B",NA,"Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-08 20:45:00
"2020990929556",2020,"990929556",244719,640823,-4.468381,55.636089,"Police Scotland","Serious",2,2,2020-02-12,"Wednesday",11:44:00,"East Ayrshire","S12000008","S12000008","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-12 11:44:00
"2020990929638",2020,"990929638",250771,659308,-4.382423,55.803928,"Police Scotland","Slight",2,1,2020-02-12,"Wednesday",16:45:00,"East Renfrewshire","S12000011","S12000011","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-02-12 16:45:00
"2020990929720",2020,"990929720",324727,673687,-3.206949,55.950291,"Police Scotland","Slight",1,1,2020-02-09,"Sunday",02:00:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Dual carriageway",20,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-09 02:00:00
"2020990929879",2020,"990929879",246363,668563,-4.457918,55.885624,"Police Scotland","Slight",2,1,2020-02-13,"Thursday",07:15:00,"Renfrewshire","S12000038","S12000038","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights unlit","Raining + high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-13 07:15:00
"2020990930042",2020,"990930042",140432,849418,-6.329706,57.460517,"Police Scotland","Serious",1,1,2020-02-07,"Friday",16:10:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-07 16:10:00
"2020990930045",2020,"990930045",239156,636074,-4.553884,55.591652,"Police Scotland","Slight",2,2,2020-02-13,"Thursday",14:30:00,"South Ayrshire","S12000028","S12000028","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-13 14:30:00
"2020990930095",2020,"990930095",251375,859398,-4.488664,57.600023,"Police Scotland","Slight",2,1,2020-02-01,"Saturday",20:30:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2020-02-01 20:30:00
"2020990930097",2020,"990930097",334122,672733,-3.056305,55.943103,"Police Scotland","Slight",2,1,2020-01-20,"Monday",18:07:00,"East Lothian","S12000010","S12000010","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2020-01-20 18:07:00
"2020990930175",2020,"990930175",291625,647831,-3.72646,55.711755,"Police Scotland","Slight",1,1,2020-02-14,"Friday",06:30:00,"South Lanarkshire","S12000029","S12000029","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-14 06:30:00
"2020990930368",2020,"990930368",329907,672762,-3.12378,55.942766,"Police Scotland","Slight",2,2,2020-02-11,"Tuesday",10:25:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","Central refuge","Daylight","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-11 10:25:00
"2020990930439",2020,"990930439",289947,822251,-3.826963,57.27758,"Police Scotland","Slight",1,1,2020-02-12,"Wednesday",11:55:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing no high winds","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-12 11:55:00
"2020990930558",2020,"990930558",283281,695178,-3.879663,56.134989,"Police Scotland","Serious",3,2,2020-02-15,"Saturday",10:34:00,"Stirling","S12000030","S12000030","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-15 10:34:00
"2020990930649",2020,"990930649",300067,668464,-3.599745,55.898882,"Police Scotland","Slight",2,2,2020-02-15,"Saturday",20:12:00,"West Lothian","S12000040","S12000040","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-15 20:12:00
"2020990930700",2020,"990930700",313064,672653,-3.393317,55.939032,"Police Scotland","Serious",2,1,2020-02-10,"Monday",12:50:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Dual carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Footbridge or subway","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-10 12:50:00
"2020990930747",2020,"990930747",330441,695750,-3.121206,56.149341,"Police Scotland","Serious",2,1,2020-02-08,"Saturday",14:30:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2020-02-08 14:30:00
"2020990930771",2020,"990930771",326090,674463,-3.185342,55.957473,"Police Scotland","Slight",2,1,2020-02-17,"Monday",07:20:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Dual carriageway",20,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Raining + high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-17 07:20:00
"2020990930798",2020,"990930798",259311,663613,-4.248523,55.845141,"Police Scotland","Slight",1,1,2020-02-17,"Monday",08:02:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-17 08:02:00
"2020990930878",2020,"990930878",226320,643596,-4.762062,55.65475,"Police Scotland","Slight",3,1,2020-02-17,"Monday",08:20:00,"North Ayrshire","S12000021","S12000021","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-17 08:20:00
"2020990931014",2020,"990931014",225228,791421,-4.87755,56.980816,"Police Scotland","Slight",5,2,2020-02-12,"Wednesday",13:15:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-12 13:15:00
"2020990931083",2020,"990931083",340432,672808,-2.955313,55.944601,"Police Scotland","Slight",1,1,2020-02-17,"Monday",15:05:00,"East Lothian","S12000010","S12000010","A",NA,"Single carriageway",30,"Other junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","Roadworks","None","Urban","No","Data missing or out of range","-1",2020-02-17 15:05:00
"2020990931084",2020,"990931084",335298,670831,-3.037024,55.926177,"Police Scotland","Slight",2,1,2020-02-16,"Sunday",13:00:00,"East Lothian","S12000010","S12000010","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine + high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2020-02-16 13:00:00
"2020990931130",2020,"990931130",289733,692861,-3.774945,56.115717,"Police Scotland","Slight",1,1,2020-02-17,"Monday",15:00:00,"Clackmannanshire","S12000005","S12000005","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-17 15:00:00
"2020990931131",2020,"990931131",78401,820206,-7.321385,57.159579,"Police Scotland","Slight",1,1,2020-01-29,"Wednesday",08:15:00,"Western Isles","S12000013","S12000013","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-01-29 08:15:00
"2020990931135",2020,"990931135",330774,665030,-3.107919,55.873435,"Police Scotland","Slight",2,1,2020-02-26,"Wednesday",22:07:00,"Midlothian","S12000019","S12000019","A",NA,"Single carriageway",30,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Snowing no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-26 22:07:00
"2020990931136",2020,"990931136",341393,752061,-2.957575,56.656644,"Police Scotland","Slight",1,1,2020-02-17,"Monday",19:45:00,"Angus","S12000041","S12000041","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine + high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-17 19:45:00
"2020990931529",2020,"990931529",335879,948937,-3.099504,58.424033,"Police Scotland","Slight",2,2,2020-02-18,"Tuesday",14:00:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-18 14:00:00
"2020990931534",2020,"990931534",326246,676855,-3.1835,55.978983,"Police Scotland","Slight",2,1,2020-02-18,"Tuesday",14:40:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Raining no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-02-18 14:40:00
"2020990931545",2020,"990931545",264096,662604,-4.171659,55.837455,"Police Scotland","Slight",2,2,2020-02-17,"Monday",17:50:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-02-17 17:50:00
"2020990931548",2020,"990931548",254924,668593,-4.321191,55.888549,"Police Scotland","Serious",3,2,2020-02-17,"Monday",12:35:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-02-17 12:35:00
"2020990931556",2020,"990931556",259331,664219,-4.248518,55.850588,"Police Scotland","Serious",1,1,2020-02-18,"Tuesday",17:15:00,"Glasgow City","S12000049","S12000049","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-18 17:15:00
"2020990931871",2020,"990931871",400949,834851,-1.985859,57.404039,"Police Scotland","Serious",3,1,2020-02-18,"Tuesday",14:51:00,"Aberdeenshire","S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-18 14:51:00
"2020990931926",2020,"990931926",264654,665341,-4.164122,55.862186,"Police Scotland","Slight",2,1,2020-02-18,"Tuesday",21:35:00,"Glasgow City","S12000049","S12000049","A",NA,"Dual carriageway",40,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-18 21:35:00
"2020990931932",2020,"990931932",279758,690848,-3.934363,56.095232,"Police Scotland","Slight",2,1,2020-02-16,"Sunday",15:15:00,"Stirling","S12000030","S12000030","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Wet or damp","None","Other object on road","Urban","No","Data missing or out of range","-1",2020-02-16 15:15:00
"2020990932356",2020,"990932356",328431,669506,-3.146539,55.9133,"Police Scotland","Slight",2,1,2020-02-20,"Thursday",15:40:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Unknown","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2020-02-20 15:40:00
"2020990932360",2020,"990932360",324792,673298,-3.2058,55.946807,"Police Scotland","Serious",1,1,2020-02-20,"Thursday",15:38:00,"Edinburgh, City of","S12000036","S12000036","A",NA,"One way street",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-20 15:38:00
"2020990932390",2020,"990932390",311218,922072,-3.511249,58.178518,"Police Scotland","Slight",2,1,2020-02-20,"Thursday",15:20:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2020-02-20 15:20:00
"2020990932393",2020,"990932393",215186,777802,-5.032602,56.854738,"Police Scotland","Fatal",2,5,2020-02-20,"Thursday",17:31:00,"Highland","S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-20 17:31:00
"2020990932394",2020,"990932394",311909,723110,-3.428532,56.392006,"Police Scotland","Slight",2,1,2020-02-20,"Thursday",20:20:00,"Perth and Kinross","S12000048","S12000048","A",NA,"Single carriageway",30,"Other junction","Give way or uncontrolled","A",NA,"Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-20 20:20:00
"2020990932619",2020,"990932619",311030,724429,-3.443213,56.403688,"Police Scotland","Serious",2,5,2020-02-12,"Wednesday",21:00:00,"Perth and Kinross","S12000048","S12000048","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2020-02-12 21:00:00
"2020990932627",2020,"990932627",296280,687037,-3.667444,56.064882,"Police Scotland","Serious",2,1,2020-02-21,"Friday",06:10:00,"Fife","S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2020-02-21 06:10:00
