"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2022991127715",2022,"991127715",327479,671266,-3.162238,55.928973,"Police Scotland","Serious",1,3,2022-01-01,"Saturday",12:05:00,NA,"S12000036","S12000036","A",NA,"Roundabout",20,"Roundabout","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-01 12:05:00
"2022991127756",2022,"991127756",256390,667643,-4.297283,55.880466,"Police Scotland","Serious",1,1,2022-01-01,"Saturday",00:50:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-01 00:50:00
"2022991128016",2022,"991128016",210016,580912,-4.978253,55.08617,"Police Scotland","Serious",1,1,2022-01-03,"Monday",22:28:00,NA,"S12000028","S12000028","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-03 22:28:00
"2022991128176",2022,"991128176",254523,664030,-4.325161,55.84747,"Police Scotland","Slight",3,2,2022-01-04,"Tuesday",12:55:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"More than 4 arms (not roundabout)","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-04 12:55:00
"2022991128344",2022,"991128344",273933,848645,-4.105931,57.510387,"Police Scotland","Serious",1,1,2022-03-31,"Thursday",21:50:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-03-31 21:50:00
"2022991128708",2022,"991128708",196657,694819,-5.271219,56.102736,"Police Scotland","Slight",1,1,2022-01-04,"Tuesday",17:00:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Snowing + high winds","Snow","None","Pedestrian in carriageway - not injured","Rural","Yes","Data missing or out of range","-1",2022-01-04 17:00:00
"2022991128716",2022,"991128716",275638,653082,-3.98315,55.755071,"Police Scotland","Serious",1,2,2022-01-05,"Wednesday",14:00:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2022-01-05 14:00:00
"2022991128817",2022,"991128817",230176,781028,-4.789277,56.889427,"Police Scotland","Serious",1,1,2022-01-04,"Tuesday",16:36:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Snowing no high winds","Snow","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-04 16:36:00
"2022991128902",2022,"991128902",248600,630643,-4.401217,55.545927,"Police Scotland","Slight",2,1,2022-01-06,"Thursday",07:25:00,NA,"S12000008","S12000008","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-06 07:25:00
"2022991128944",2022,"991128944",282363,656086,-3.877356,55.78373,"Police Scotland","Slight",1,1,2022-01-06,"Thursday",08:25:00,NA,"S12000050","S12000050","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-06 08:25:00
"2022991128983",2022,"991128983",267908,664385,-4.111718,55.854511,"Police Scotland","Slight",3,1,2022-01-06,"Thursday",08:45:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-06 08:45:00
"2022991129066",2022,"991129066",250744,651869,-4.378795,55.737144,"Police Scotland","Slight",2,1,2022-01-06,"Thursday",09:10:00,NA,"S12000011","S12000011","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-06 09:10:00
"2022991129597",2022,"991129597",367007,755801,-2.540282,56.692766,"Police Scotland","Slight",2,1,2022-01-07,"Friday",16:50:00,NA,"S12000041","S12000041","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-07 16:50:00
"2022991129617",2022,"991129617",342805,726521,-2.928907,56.427412,"Police Scotland","Serious",3,2,2022-01-07,"Friday",16:48:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-07 16:48:00
"2022991129628",2022,"991129628",262490,664623,-4.19832,55.855132,"Police Scotland","Slight",1,1,2022-01-07,"Friday",16:40:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",30,"Other junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Raining no high winds","Wet or damp","None","Other object on road","Urban","No","Data missing or out of range","-1",2022-01-07 16:40:00
"2022991129756",2022,"991129756",308316,601701,-3.44565,55.300842,"Police Scotland","Serious",2,1,2022-01-07,"Friday",15:24:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-07 15:24:00
"2022991129866",2022,"991129866",246501,669673,-4.456359,55.895639,"Police Scotland","Slight",2,2,2022-01-05,"Wednesday",16:55:00,NA,"S12000038","S12000038","A",NA,"Roundabout",50,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2022-01-05 16:55:00
"2022991129898",2022,"991129898",342986,726411,-2.925949,56.426446,"Police Scotland","Slight",1,1,2022-01-09,"Sunday",08:00:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-09 08:00:00
"2022991130250",2022,"991130250",327822,676236,-3.158082,55.97367,"Police Scotland","Serious",2,3,2022-01-10,"Monday",09:11:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-10 09:11:00
"2022991130317",2022,"991130317",287792,635264,-3.782306,55.598024,"Police Scotland","Fatal",3,2,2022-01-10,"Monday",10:00:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-10 10:00:00
"2022991130428",2022,"991130428",345110,1007682,-2.955822,58.952813,"Police Scotland","Slight",3,1,2022-01-10,"Monday",17:20:00,NA,"S12000023","S12000023","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-10 17:20:00
"2022991130649",2022,"991130649",317088,676259,-3.330031,55.972141,"Police Scotland","Slight",3,3,2022-01-11,"Tuesday",07:57:00,NA,"S12000036","S12000036","A",NA,"Dual carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-11 07:57:00
"2022991130651",2022,"991130651",327144,670474,-3.167385,55.921808,"Police Scotland","Slight",2,1,2022-01-11,"Tuesday",07:40:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","Roadworks","None","Urban","Yes","Data missing or out of range","-1",2022-01-11 07:40:00
"2022991130755",2022,"991130755",324720,676009,-3.20771,55.971154,"Police Scotland","Serious",2,1,2022-01-11,"Tuesday",13:30:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-11 13:30:00
"2022991130837",2022,"991130837",261301,660491,-4.215187,55.817694,"Police Scotland","Slight",2,1,2022-01-11,"Tuesday",17:00:00,NA,"S12000029","S12000029","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-11 17:00:00
"2022991131057",2022,"991131057",338093,666119,-2.991217,55.884221,"Police Scotland","Slight",2,1,2022-01-12,"Wednesday",09:25:00,NA,"S12000019","S12000019","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-12 09:25:00
"2022991131180",2022,"991131180",228416,642506,-4.728131,55.645716,"Police Scotland","Serious",1,2,2022-01-11,"Tuesday",19:15:00,NA,"S12000021","S12000021","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-11 19:15:00
"2022991131302",2022,"991131302",292555,855465,-3.798302,57.57642,"Police Scotland","Fatal",2,1,2022-01-12,"Wednesday",17:03:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-12 17:03:00
"2022991131304",2022,"991131304",267124,695423,-4.139578,56.132969,"Police Scotland","Serious",2,2,2022-01-12,"Wednesday",17:04:00,NA,"S12000030","S12000030","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","Auto traffic signal - out","None","Rural","Yes","Data missing or out of range","-1",2022-01-12 17:04:00
"2022991131797",2022,"991131797",273626,663965,-4.020243,55.852273,"Police Scotland","Fatal",1,1,2022-01-13,"Thursday",19:15:00,NA,"S12000050","S12000050","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","Control by other authorised person","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-13 19:15:00
"2022991131814",2022,"991131814",239895,614658,-4.529829,55.399655,"Police Scotland","Serious",1,1,2022-01-14,"Friday",00:03:00,NA,"S12000008","S12000008","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-14 00:03:00
"2022991132107",2022,"991132107",231346,641845,-4.681223,55.640809,"Police Scotland","Serious",1,1,2022-01-12,"Wednesday",11:25:00,NA,"S12000021","S12000021","A",NA,"Slip road",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2022-01-12 11:25:00
"2022991132166",2022,"991132166",309349,728783,-3.471953,56.442482,"Police Scotland","Serious",2,3,2022-01-13,"Thursday",12:03:00,NA,"S12000048","S12000048","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-13 12:03:00
"2022991132183",2022,"991132183",260561,663035,-4.228293,55.840321,"Police Scotland","Slight",2,1,2022-01-14,"Friday",09:57:00,NA,"S12000029","S12000029","A",NA,"Dual carriageway",30,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-14 09:57:00
"2022991132226",2022,"991132226",326155,674544,-3.184322,55.958217,"Police Scotland","Slight",2,1,2022-01-14,"Friday",17:05:00,NA,"S12000036","S12000036","A",NA,"Dual carriageway",20,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights unlit","Fine no high winds","Wet or damp","Roadworks","None","Urban","Yes","Data missing or out of range","-1",2022-01-14 17:05:00
"2022991132245",2022,"991132245",342328,739987,-2.939626,56.548316,"Police Scotland","Slight",2,1,2022-01-14,"Friday",17:35:00,NA,"S12000041","S12000041","A",NA,"Dual carriageway",70,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-14 17:35:00
"2022991132306",2022,"991132306",283652,559908,-3.816813,54.920266,"Police Scotland","Serious",2,2,2022-01-14,"Friday",06:25:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-14 06:25:00
"2022991132504",2022,"991132504",355316,759507,-2.731789,56.725082,"Police Scotland","Slight",1,2,2022-01-15,"Saturday",21:55:00,NA,"S12000041","S12000041","A",NA,"Dual carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","Other object on road","Rural","Yes","Data missing or out of range","-1",2022-01-15 21:55:00
"2022991132506",2022,"991132506",363286,623252,-2.582754,55.50166,"Police Scotland","Slight",2,1,2022-01-12,"Wednesday",06:15:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-12 06:15:00
"2022991132579",2022,"991132579",332731,664848,-3.076601,55.872083,"Police Scotland","Slight",2,1,2022-01-08,"Saturday",16:40:00,NA,"S12000019","S12000019","A",NA,"Single carriageway",40,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2022-01-08 16:40:00
"2022991132589",2022,"991132589",344187,722804,-2.90571,56.394189,"Police Scotland","Serious",2,2,2022-01-12,"Wednesday",07:45:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lighting unknown","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-12 07:45:00
"2022991132624",2022,"991132624",242895,637604,-4.495508,55.60661,"Police Scotland","Serious",1,1,2022-01-09,"Sunday",02:00:00,NA,"S12000008","S12000008","A",NA,"Single carriageway",30,"Other junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-09 02:00:00
"2022991132901",2022,"991132901",233592,615508,-4.629754,55.405186,"Police Scotland","Serious",3,2,2022-01-17,"Monday",07:50:00,NA,"S12000028","S12000028","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-17 07:50:00
"2022991132951",2022,"991132951",334401,719691,-3.063425,56.364967,"Police Scotland","Slight",3,1,2022-01-12,"Wednesday",18:40:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2022-01-12 18:40:00
"2022991133128",2022,"991133128",389781,847999,-2.172266,57.522041,"Police Scotland","Slight",2,2,2022-01-11,"Tuesday",19:35:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-11 19:35:00
"2022991133161",2022,"991133161",356511,734611,-2.708065,56.501552,"Police Scotland","Slight",1,1,2022-01-14,"Friday",18:00:00,NA,"S12000041","S12000041","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Other","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-14 18:00:00
"2022991133211",2022,"991133211",251607,660919,-4.369992,55.818654,"Police Scotland","Serious",2,3,2022-01-17,"Monday",11:05:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",40,"More than 4 arms (not roundabout)","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-17 11:05:00
"2022991133493",2022,"991133493",257237,668278,-4.28409,55.886419,"Police Scotland","Serious",1,2,2022-01-18,"Tuesday",09:22:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-18 09:22:00
"2022991133520",2022,"991133520",334594,672709,-3.048739,55.942958,"Police Scotland","Slight",2,2,2022-01-18,"Tuesday",09:08:00,NA,"S12000010","S12000010","A",NA,"Single carriageway",20,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-18 09:08:00
"2022991133533",2022,"991133533",261847,664461,-4.208501,55.853494,"Police Scotland","Slight",2,2,2022-01-18,"Tuesday",10:25:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-18 10:25:00
"2022991133619",2022,"991133619",210636,661227,-5.02321,55.80709,"Police Scotland","Serious",2,3,2022-01-18,"Tuesday",13:10:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-18 13:10:00
"2022991134036",2022,"991134036",310074,678026,-3.442965,55.986748,"Police Scotland","Slight",2,2,2022-01-19,"Wednesday",11:27:00,NA,"S12000040","S12000040","A",NA,"Single carriageway",50,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-19 11:27:00
"2022991134223",2022,"991134223",326725,676175,-3.175639,55.972955,"Police Scotland","Serious",1,1,2022-01-19,"Wednesday",19:00:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"Control by other authorised person","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-19 19:00:00
"2022991134442",2022,"991134442",318009,671154,-3.313725,55.926444,"Police Scotland","Serious",3,3,2022-01-20,"Thursday",10:05:00,NA,"S12000036","S12000036","A",NA,"Slip road",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-20 10:05:00
"2022991134472",2022,"991134472",330475,671758,-3.114426,55.933836,"Police Scotland","Serious",2,1,2022-01-20,"Thursday",11:55:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-20 11:55:00
"2022991134501",2022,"991134501",305385,669002,-3.514925,55.904795,"Police Scotland","Slight",4,3,2022-01-20,"Thursday",10:45:00,NA,"S12000040","S12000040","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Roadworks","None","Urban","Yes","Data missing or out of range","-1",2022-01-20 10:45:00
"2022991134531",2022,"991134531",317992,671148,-3.313995,55.926387,"Police Scotland","Slight",3,1,2022-01-20,"Thursday",07:45:00,NA,"S12000036","S12000036","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-20 07:45:00
"2022991134543",2022,"991134543",248548,657936,-4.417106,55.790925,"Police Scotland","Serious",1,1,2022-01-19,"Wednesday",18:46:00,NA,"S12000011","S12000011","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","Any animal in carriageway (except ridden horse)","Rural","Yes","Data missing or out of range","-1",2022-01-19 18:46:00
"2022991135015",2022,"991135015",336897,672328,-3.011785,55.939843,"Police Scotland","Slight",2,1,2022-01-21,"Friday",17:55:00,NA,"S12000010","S12000010","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2022-01-21 17:55:00
"2022991135033",2022,"991135033",268534,579487,-4.061529,55.092339,"Police Scotland","Slight",1,1,2022-01-07,"Friday",13:45:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Snowing no high winds","Frost or ice","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-07 13:45:00
"2022991135092",2022,"991135092",318052,673751,-3.313826,55.949779,"Police Scotland","Serious",1,1,2022-01-21,"Friday",13:30:00,NA,"S12000036","S12000036","A",NA,"Roundabout",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2022-01-21 13:30:00
